phi,psi,number
-90.48,-32.48,0.001
-90.909,-32,0.001
-91.539,-31.539,0.001
-92,-30.848,0.001
-92.424,-30.424,0.001
-92.804,-30,0.001
-93.483,-29.483,0.001
-94,-28.737,0.001
-94.359,-28.359,0.001
-94.632,-28,0.001
-95.34,-27.34,0.001
-96,-26.205,0.001
-96.092,-26.092,0.001
-96.156,-26,0.001
-96.654,-25.346,0.001
-96.962,-24.962,0.001
-97.492,-24,0.001
-97.696,-23.696,0.001
-98,-23.018,0.001
-98.436,-22.436,0.001
-98.727,-22,0.001
-99.306,-21.306,0.001
-99.713,-20.287,0.001
-99.861,-20,0.001
-99.908,-19.908,0.001
-100,-19.636,0.001
-100.635,-18.635,0.001
-101.013,-18,0.001
-101.482,-17.482,0.001
-102,-16.273,0.001
-102.113,-16.113,0.001
-102.192,-16,0.001
-102.545,-15.455,0.001
-102.915,-14.915,0.001
-103.394,-14,0.001
-103.674,-13.674,0.001
-104,-13.021,0.001
-104.415,-12.415,0.001
-104.664,-12,0.001
-105.109,-11.109,0.001
-105.273,-10.727,0.001
-105.603,-10,0.001
-105.764,-9.764,0.001
-106,-9.207,0.001
-106.458,-8.458,0.001
-106.699,-8,0.001
-107.03,-7.03,0.001
-107.057,-6.943,0.001
-107.364,-6,0.001
-107.614,-5.614,0.001
-108,-4.409,0.001
-108.128,-4.128,0.001
-108.192,-4,0.001
-108.273,-3.727,0.001
-108.636,-2.636,0.001
-108.804,-2,0.001
-109.012,-1.012,0.001
-109.016,-0.984,0.001
-109.203,0,0.001
-109.392,0.608,0.001
-109.552,1.552,0.001
-109.664,2,0.001
-109.683,2.317,0.001
-109.736,3.736,0.001
-109.751,4,0.001
-109.768,4.232,0.001
-109.891,5.891,0.001
-109.899,6,0.001
-109.897,6.103,0.001
-109.834,7.834,0.001
-109.831,8,0.001
-109.822,8.178,0.001
-109.764,9.764,0.001
-109.751,10,0.001
-109.694,10.306,0.001
-109.587,11.587,0.001
-109.489,12,0.001
-109.329,12.671,0.001
-109.22,13.22,0.001
-109.014,14,0.001
-108.857,14.857,0.001
-108.777,15.223,0.001
-108.626,16,0.001
-108.47,16.47,0.001
-108,17.409,0.001
-107.857,17.857,0.001
-107.785,18,0.001
-107.622,18.378,0.001
-107.293,19.293,0.001
-106.898,20,0.001
-106.664,20.664,0.001
-106.141,21.859,0.001
-106.085,22,0.001
-106.053,22.053,0.001
-106,22.127,0.001
-105.293,23.293,0.001
-104.829,24,0.001
-104.565,24.565,0.001
-104,25.327,0.001
-103.751,25.751,0.001
-103.519,26,0.001
-103.039,26.961,0.001
-103.013,27.013,0.001
-102.519,28,0.001
-102.364,28.364,0.001
-102,28.909,0.001
-101.629,29.629,0.001
-101.329,30,0.001
-100.886,30.886,0.001
-100.595,31.405,0.001
-100.273,32,0.001
-100.182,32.182,0.001
-100,32.467,0.001
-99.512,33.512,0.001
-99.234,34,0.001
-98.909,34.909,0.001
-98.808,35.192,0.001
-98.519,36,0.001
-98.393,36.393,0.001
-98,37.454,0.001
-97.899,37.899,0.001
-97.881,38,0.001
-97.873,38.127,0.001
-97.683,39.683,0.001
-97.664,40,0.001
-97.664,40.336,0.001
-97.617,41.617,0.001
-97.617,42,0.001
-97.63,42.37,0.001
-97.589,43.589,0.001
-97.602,44,0.001
-97.631,44.369,0.001
-97.596,45.596,0.001
-97.622,46,0.001
-97.645,46.355,0.001
-97.645,47.645,0.001
-97.665,48,0.001
-97.657,48.343,0.001
-97.602,49.602,0.001
-97.593,50,0.001
-97.588,50.412,0.001
-97.564,51.564,0.001
-97.559,52,0.001
-97.554,52.446,0.001
-97.531,53.531,0.001
-97.526,54,0.001
-97.516,54.484,0.001
-97.476,55.476,0.001
-97.465,56,0.001
-97.46,56.54,0.001
-97.46,57.46,0.001
-97.455,58,0.001
-97.455,58.545,0.001
-97.455,59.455,0.001
-97.455,60,0.001
-97.471,60.529,0.001
-97.511,61.511,0.001
-97.526,62,0.001
-97.536,62.464,0.001
-97.559,63.559,0.001
-97.568,64,0.001
-97.585,64.415,0.001
-97.636,65.636,0.001
-97.651,66,0.001
-97.659,66.341,0.001
-97.687,67.687,0.001
-97.693,68,0.001
-97.683,68.317,0.001
-97.629,69.629,0.001
-97.618,70,0.001
-97.602,70.398,0.001
-97.577,71.577,0.001
-97.559,72,0.001
-97.469,72.531,0.001
-97.406,73.406,0.001
-97.278,74,0.001
-97.062,74.938,0.001
-97.049,75.049,0.001
-96.76,76,0.001
-96.645,76.645,0.001
-96.531,77.469,0.001
-96.442,78,0.001
-96.39,78.39,0.001
-96.136,79.864,0.001
-96.117,80,0.001
-96.107,80.107,0.001
-96,80.654,0.001
-95.86,81.86,0.001
-95.836,82,0.001
-95.832,82.168,0.001
-95.792,83.792,0.001
-95.787,84,0.001
-95.764,84.236,0.001
-95.764,85.764,0.001
-95.736,86,0.001
-95.704,86.296,0.001
-95.62,87.62,0.001
-95.576,88,0.001
-95.569,88.431,0.001
-95.569,89.569,0.001
-95.561,90,0.001
